"Plan","Priority","Status"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","0 - Critical","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","2 - Medium","Untested"
"Accounts - 2020-Aug Regression","2 - Medium","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","2 - Medium","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Passed"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"Accounts - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","3 - Low","Passed"
"BLJapan - 2020-Aug Regression","3 - Low","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","0 - Critical","Untested"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","0 - Critical","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","2 - Medium","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
"BLJapan - 2020-Aug Regression","1 - High","Passed"
